               * /home/santhosh.ldc20/esim-workspace/dff/dff.cir
               Transient Analysis  Sat Oct  8 21:47:25  2022
--------------------------------------------------------------------------------
Index   time            a1#branch_1_0   a6#branch_1_0   v1#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-05	1.623270e-20	0.000000e+00	0.000000e+00	
2	2.000000e-05	1.521630e-20	0.000000e+00	0.000000e+00	
3	4.000000e-05	1.350631e-20	0.000000e+00	0.000000e+00	
4	8.000000e-05	1.131286e-20	0.000000e+00	0.000000e+00	
5	1.600000e-04	8.834237e-21	0.000000e+00	0.000000e+00	
6	3.200000e-04	5.847760e-21	0.000000e+00	0.000000e+00	
7	6.400000e-04	2.455040e-21	0.000000e+00	0.000000e+00	
8	1.000000e-03	9.067321e-22	0.000000e+00	0.000000e+00	
9	1.064000e-03	-1.11925e-12	0.000000e+00	0.000000e+00	
10	1.064002e-03	-1.09354e-12	0.000000e+00	0.000000e+00	
11	1.064002e-03	1.514351e-05	0.000000e+00	0.000000e+00	
12	1.064002e-03	1.502913e-05	0.000000e+00	0.000000e+00	
13	1.064002e-03	1.743796e-05	0.000000e+00	0.000000e+00	
14	1.064003e-03	2.898135e-05	0.000000e+00	0.000000e+00	
15	1.064003e-03	2.842228e-05	0.000000e+00	0.000000e+00	
16	1.064003e-03	2.396390e-05	0.000000e+00	0.000000e+00	
17	1.064003e-03	2.865020e-05	0.000000e+00	0.000000e+00	
18	1.064003e-03	2.509330e-05	0.000000e+00	0.000000e+00	
19	1.064003e-03	1.225471e-06	0.000000e+00	0.000000e+00	
20	1.064003e-03	-6.45451e-07	0.000000e+00	0.000000e+00	
21	1.064003e-03	4.684828e-07	0.000000e+00	0.000000e+00	
22	1.064003e-03	-3.82398e-07	0.000000e+00	0.000000e+00	
23	1.064003e-03	3.460666e-07	0.000000e+00	0.000000e+00	
24	1.064004e-03	-3.28040e-07	0.000000e+00	0.000000e+00	
25	1.064005e-03	3.198107e-07	0.000000e+00	0.000000e+00	
26	1.064006e-03	-3.15534e-07	0.000000e+00	0.000000e+00	
27	1.064009e-03	3.135267e-07	0.000000e+00	0.000000e+00	
28	1.064016e-03	-3.12473e-07	0.000000e+00	0.000000e+00	
29	1.064029e-03	3.119726e-07	0.000000e+00	0.000000e+00	
30	1.064054e-03	-3.11712e-07	0.000000e+00	0.000000e+00	
31	1.064105e-03	3.115851e-07	0.000000e+00	0.000000e+00	
32	1.064207e-03	-3.11521e-07	0.000000e+00	0.000000e+00	
33	1.064412e-03	3.114883e-07	0.000000e+00	0.000000e+00	
34	1.064820e-03	-3.11474e-07	0.000000e+00	0.000000e+00	
35	1.065638e-03	3.114640e-07	0.000000e+00	0.000000e+00	
36	1.067272e-03	-3.11462e-07	0.000000e+00	0.000000e+00	
